"","YEAR","FAMINCOME","UHRSWORKT"
"11700",2010,14,20
"11701",2010,16,24
"11702",2010,7,20
"11703",2010,15,24
"11704",2010,8,30
"11705",2010,7,12
"11706",2010,4,4
"11707",2010,8,30
"11708",2010,5,33
"11709",2010,14,12
"11710",2010,11,30
"11711",2010,7,20
"11712",2010,16,20
"11713",2010,4,20
"11714",2010,11,30
"11715",2010,7,30
"11716",2010,14,20
"11717",2010,9,30
"11718",2010,6,32
"11719",2010,12,17
"11720",2010,4,32
"11721",2010,5,32
"11722",2010,16,12
"11723",2010,7,21
"11724",2010,4,20
"11725",2010,15,30
"11726",2010,15,10
"11727",2010,15,13
"11728",2010,11,12
"11729",2010,16,15
"11730",2010,8,30
"11731",2010,12,17
"11732",2010,13,3
"11733",2010,16,10
"11734",2010,16,30
"11735",2010,12,32
"11736",2010,7,32
"11737",2010,3,30
"11738",2010,6,10
"11739",2010,11,30
"11740",2010,7,4
"11741",2010,2,33
"11742",2010,16,20
"11743",2010,10,18
"11744",2010,15,20
"11745",2010,9,20
"11746",2010,8,30
"11747",2010,12,5
"11748",2010,5,20
"11749",2010,5,32
"11750",2010,16,9
"11751",2010,4,23
"11752",2010,11,25
"11753",2010,15,24
"11754",2010,11,11
"11755",2010,15,34
"11756",2010,12,20
"11757",2010,12,8
"11758",2010,12,20
"11759",2010,16,25
"11760",2010,13,10
"11761",2010,16,5
"11762",2010,15,20
"11763",2010,16,20
"11764",2010,10,31
"11765",2010,14,32
"11766",2010,16,15
"11767",2010,6,18
"11768",2010,5,23
"11769",2010,9,32
"11770",2010,14,20
"11771",2010,9,8
"11772",2010,16,20
"11773",2010,16,9
"11774",2010,14,34
"11775",2010,2,24
"11776",2010,13,20
"11777",2010,9,17
"11778",2010,13,20
"11779",2010,14,25
"11780",2010,14,6
"11781",2010,3,32
"11782",2010,5,16
"11783",2010,11,12
"11784",2010,10,30
"11785",2010,7,25
"11786",2010,5,32
"11787",2010,2,32
"11788",2010,14,32
"11789",2010,11,8
"11790",2010,2,30
"11791",2010,8,34
"11792",2010,5,24
"11793",2010,3,30
"11794",2010,7,19
"11795",2010,9,3
"11796",2010,6,33
"11797",2010,14,23
"11798",2010,1,30
"11799",2010,2,20
"11800",2010,11,15
"11801",2010,6,20
"11802",2010,8,20
"11803",2010,12,26
"11804",2010,5,15
"11805",2010,15,33
"11806",2010,11,12
"11807",2010,8,16
"11808",2010,6,32
"11809",2010,5,21
"11810",2010,10,32
"11811",2010,16,25
"11812",2010,11,15
"11813",2010,5,9
"11814",2010,9,10
"11815",2010,8,2
"11816",2010,7,25
"11817",2010,12,21
"11818",2010,15,25
"11819",2010,2,20
"11820",2010,12,10
"11821",2010,16,30
"11822",2010,12,20
"11823",2010,8,30
"11824",2010,10,32
"11825",2010,14,7
"11826",2010,2,1
"11827",2010,10,30
"11828",2010,15,25
"11829",2010,11,15
"11830",2010,16,20
"11831",2010,6,20
"11832",2010,16,15
"11833",2010,6,30
"11834",2010,10,25
"11835",2010,14,25
"11836",2010,13,5
"11837",2010,7,20
"11838",2010,15,20
"11839",2010,7,29
"11840",2010,16,32
"11841",2010,12,20
"11842",2010,13,25
"11843",2010,12,26
"11844",2010,8,32
"11845",2010,12,12
"11846",2010,10,10
"11847",2010,12,8
"11848",2010,7,10
"11849",2010,11,15
"11850",2010,8,30
"11851",2010,12,3
"11852",2010,6,18
"11853",2010,13,34
"11854",2010,6,10
"11855",2010,9,9
"11856",2010,4,20
"11857",2010,9,25
"11858",2010,9,30
"11859",2010,8,25
"11860",2010,15,30
"11861",2010,8,20
"11862",2010,15,10
"11863",2010,1,25
"11864",2010,6,20
"11865",2010,10,25
"11866",2010,14,16
"11867",2010,13,32
"11868",2010,13,18
"11869",2010,16,20
"11870",2010,15,33
"11871",2010,11,24
"11872",2010,4,18
"11873",2010,12,30
"11874",2010,6,7
"11875",2010,9,30
"11876",2010,6,24
"11877",2010,13,12
"11878",2010,12,20
"11879",2010,14,30
"11880",2010,16,20
"11881",2010,15,15
"11882",2010,13,14
"11883",2010,16,6
"11884",2010,16,34
"11885",2010,12,20
"11886",2010,3,26
"11887",2010,16,3
"11888",2010,1,20
"11889",2010,12,25
"11890",2010,6,30
"11891",2010,9,32
"11892",2010,7,24
"11893",2010,11,15
"11894",2010,11,26
"11895",2010,15,15
"11896",2010,14,20
"11897",2010,16,10
"11898",2010,5,20
"11899",2010,11,24
"11900",2010,16,20
"11901",2010,12,17
"11902",2010,15,15
"11903",2010,14,20
"11904",2010,4,22
"11905",2010,6,17
"11906",2010,1,6
"11907",2010,13,20
"11908",2010,1,30
"11909",2010,4,25
"11910",2010,15,10
"11911",2010,13,8
"11912",2010,12,30
"11913",2010,14,30
"11914",2010,16,25
"11915",2010,16,10
"11916",2010,14,32
"11917",2010,15,25
"11918",2010,14,19
"11919",2010,9,32
"11920",2010,4,10
"11921",2010,9,30
"11922",2010,14,10
"11923",2010,11,15
"11924",2010,16,20
"11925",2010,14,20
"11926",2010,10,25
"11927",2010,13,18
"11928",2010,7,25
"11929",2010,12,29
"11930",2010,11,30
"11931",2010,4,20
"11932",2010,9,12
"11933",2010,10,30
"11934",2010,4,26
"11935",2010,6,2
"11936",2010,15,25
"11937",2010,14,25
"11938",2010,12,20
"11939",2010,6,32
"11940",2010,16,5
"11941",2010,6,25
"11942",2010,9,32
"11943",2010,10,21
"11944",2010,5,25
"11945",2010,2,8
"11946",2010,2,3
"11947",2010,15,24
"11948",2010,9,25
"11949",2010,8,25
"11950",2010,13,25
"11951",2010,10,32
"11952",2010,14,26
"11953",2010,16,8
"11954",2010,10,32
"11955",2010,13,30
"11956",2010,15,32
"11957",2010,7,30
"11958",2010,14,28
"11959",2010,4,20
"11960",2010,8,18
"11961",2010,14,26
"11962",2010,14,20
"11963",2010,6,20
"11964",2010,9,18
"11965",2010,15,15
"11966",2010,5,30
"11967",2010,13,20
"11968",2010,6,34
"11969",2010,16,32
"11970",2010,15,30
"11971",2010,6,6
"11972",2010,4,20
"11973",2010,15,12
"11974",2010,3,22
"11975",2010,16,25
"11976",2010,5,5
"11977",2010,11,32
"11978",2010,13,32
"11979",2010,13,30
"11980",2010,11,20
"11981",2010,8,15
"11982",2010,5,32
"11983",2010,12,18
"11984",2010,16,23
"11985",2010,2,24
"11986",2010,13,30
"11987",2010,7,20
"11988",2010,13,20
"11989",2010,9,30
"11990",2010,11,7
"11991",2010,6,14
"11992",2010,8,15
"11993",2010,4,25
"11994",2010,14,24
"11995",2010,7,32
"11996",2010,11,25
"11997",2010,14,16
"11998",2010,2,30
"11999",2010,12,15
"12000",2010,10,8
"12001",2010,15,25
"12002",2010,13,15
"12003",2010,10,30
"12004",2010,14,33
"12005",2010,5,15
"12006",2010,15,20
"12007",2010,14,14
"12008",2010,13,22
"12009",2010,6,30
"12010",2010,13,15
"12011",2010,9,8
"12012",2010,1,24
"12013",2010,6,16
"12014",2010,12,30
"12015",2010,6,16
"12016",2010,11,20
"12017",2010,11,24
"12018",2010,10,20
"12019",2010,12,19
"12020",2010,15,30
"12021",2010,6,30
"12022",2010,13,25
"12023",2010,7,30
"12024",2010,15,20
"12025",2010,13,20
"12026",2010,6,10
"12027",2010,9,21
"12028",2010,13,18
"12029",2010,15,20
"12030",2010,10,32
"12031",2010,14,8
"12032",2010,9,16
"12033",2010,6,30
"12034",2010,14,18
"12035",2010,1,30
"12036",2010,2,20
"12037",2010,7,30
"12038",2010,10,10
"12039",2010,15,32
"12040",2010,14,3
"12041",2010,13,6
"12042",2010,8,32
"12043",2010,10,30
"12044",2010,1,32
"12045",2010,12,31
"12046",2010,7,20
"12047",2010,12,14
"12048",2010,12,26
"12049",2010,13,20
"12050",2010,10,25
"12051",2010,16,30
"12052",2010,12,24
"12053",2010,15,25
"12054",2010,13,30
"12055",2010,16,30
"12056",2010,12,15
"12057",2010,14,30
"12058",2010,11,20
"12059",2010,13,10
"12060",2010,13,25
"12061",2010,15,25
"12062",2010,10,25
"12063",2010,12,20
"12064",2010,15,24
"12065",2010,4,30
"12066",2010,10,30
"12067",2010,9,24
"12068",2010,7,32
"12069",2010,4,20
"12070",2010,8,8
"12071",2010,15,15
"12072",2010,10,20
"12073",2010,14,9
"12074",2010,15,30
"12075",2010,13,16
"12076",2010,16,8
"12077",2010,16,15
"12078",2010,13,16
"12079",2010,12,25
"12080",2010,14,30
"12081",2010,16,10
"12082",2010,8,30
"12083",2010,9,32
"12084",2010,10,32
"12085",2010,8,30
"12086",2010,16,12
"12087",2010,11,20
"12088",2010,10,15
"12089",2010,7,32
"12090",2010,12,20
"12091",2010,14,30
"12092",2010,12,8
"12093",2010,13,22
"12094",2010,9,30
"12095",2010,10,16
"12096",2010,4,9
"12097",2010,6,10
"12098",2010,13,20
"12099",2010,8,20
"12100",2010,13,20
"12101",2010,8,20
"12102",2010,14,5
"12103",2010,9,30
"12104",2010,1,13
"12105",2010,12,32
"12106",2010,16,25
"12107",2010,15,10
"12108",2010,14,16
"12109",2010,14,15
"12110",2010,3,30
"12111",2010,4,33
"12112",2010,6,14
"12113",2010,14,32
"12114",2010,15,25
"12115",2010,15,29
"12116",2010,14,10
"12117",2010,12,12
"12118",2010,6,15
"12119",2010,13,30
"12120",2010,7,30
"12121",2010,5,25
"12122",2010,14,2
"12123",2010,15,18
"12124",2010,14,6
"12125",2010,13,30
"12126",2010,16,18
"12127",2010,13,4
"12128",2010,14,33
"12129",2010,13,33
"12130",2010,8,23
"12131",2010,8,30
"12132",2010,6,30
"12133",2010,13,23
"12134",2010,16,15
"12135",2010,8,30
"12136",2010,14,2
"12137",2010,9,20
"12138",2010,15,20
"12139",2010,11,15
"12140",2010,16,24
"12141",2010,13,30
"12142",2010,12,24
"12143",2010,3,20
"12144",2010,6,20
"12145",2010,2,27
"12146",2010,11,5
"12147",2010,13,30
"12148",2010,15,24
"12149",2010,15,30
"12150",2010,8,20
"12151",2010,16,12
"12152",2010,10,10
"12153",2010,10,30
"12154",2010,7,20
"12155",2010,7,30
"12156",2010,8,30
"12157",2010,7,20
"12158",2010,16,28
"12159",2010,15,18
"12160",2010,13,30
"12161",2010,6,18
"12162",2010,11,34
"12163",2010,6,32
"12164",2010,6,15
"12165",2010,4,30
"12166",2010,2,30
"12167",2010,8,28
"12168",2010,16,30
"12169",2010,15,5
"12170",2010,13,18
"12171",2010,16,23
"12172",2010,15,10
"12173",2010,14,4
"12174",2010,4,20
"12175",2010,8,20
"12176",2010,10,20
"12177",2010,15,30
"12178",2010,5,34
"12179",2010,14,26
"12180",2010,11,32
"12181",2010,8,30
"12182",2010,15,25
"12183",2010,11,24
"12184",2010,8,8
"12185",2010,7,25
"12186",2010,14,25
"12187",2010,10,8
"12188",2010,9,4
"12189",2010,13,25
"12190",2010,16,7
"12191",2010,14,10
"12192",2010,9,28
"12193",2010,9,33
"12194",2010,15,25
"12195",2010,11,18
"12196",2010,8,25
"12197",2010,12,4
"12198",2010,14,30
"12199",2010,12,32
"12200",2010,15,18
"12201",2010,8,34
"12202",2010,12,5
"12203",2010,1,3
"12204",2010,13,30
"12205",2010,7,25
"12206",2010,14,25
"12207",2010,6,32
"12208",2010,8,20
"12209",2010,12,25
"12210",2010,8,30
"12211",2010,12,33
"12212",2010,15,30
"12213",2010,8,30
"12214",2010,8,6
"12215",2010,6,25
"12216",2010,9,20
"12217",2010,14,16
"12218",2010,14,32
"12219",2010,14,30
"12220",2010,16,20
"12221",2010,2,10
"12222",2010,8,30
"12223",2010,2,3
"12224",2010,1,32
"12225",2010,14,30
"12226",2010,1,20
"12227",2010,12,25
"12228",2010,4,20
"12229",2010,9,24
"12230",2010,14,4
"12231",2010,14,24
"12232",2010,13,10
"12233",2010,11,30
"12234",2010,15,20
"12235",2010,4,13
"12236",2010,14,30
"12237",2010,10,32
"12238",2010,3,15
"12239",2010,16,25
"12240",2010,14,8
"12241",2010,16,30
"12242",2010,7,6
"12243",2010,14,30
"12244",2010,14,32
"12245",2010,14,20
"12246",2010,14,22
"12247",2010,11,24
"12248",2010,15,30
"12249",2010,11,32
"12250",2010,3,13
"12251",2010,5,30
"12252",2010,15,8
"12253",2010,14,15
"12254",2010,13,0
"12255",2010,14,28
"12256",2010,12,32
"12257",2010,4,27
"12258",2010,16,20
"12259",2010,13,32
"12260",2010,11,26
"12261",2010,11,20
"12262",2010,5,20
"12263",2010,4,8
"12264",2010,7,25
"12265",2010,15,30
"12266",2010,9,2
"12267",2010,16,12
"12268",2010,6,4
"12269",2010,14,1
"12270",2010,5,10
"12271",2011,7,32
"12272",2011,5,25
"12273",2011,9,9
"12274",2011,12,30
"12275",2011,11,10
"12276",2011,4,20
"12277",2011,7,20
"12278",2011,14,30
"12279",2011,3,20
"12280",2011,13,12
"12281",2011,15,30
"12282",2011,5,30
"12283",2011,7,16
"12284",2011,12,20
"12285",2011,15,24
"12286",2011,12,30
"12287",2011,4,7
"12288",2011,3,16
"12289",2011,6,30
"12290",2011,5,12
"12291",2011,14,30
"12292",2011,7,21
"12293",2011,12,1
"12294",2011,11,34
"12295",2011,15,10
"12296",2011,7,12
"12297",2011,7,14
"12298",2011,6,33
"12299",2011,7,33
"12300",2011,3,30
"12301",2011,3,22
"12302",2011,15,30
"12303",2011,16,25
"12304",2011,13,30
"12305",2011,14,30
"12306",2011,14,4
"12307",2011,13,24
"12308",2011,6,29
"12309",2011,14,25
"12310",2011,4,20
"12311",2011,15,20
"12312",2011,13,32
"12313",2011,15,12
"12314",2011,16,30
"12315",2011,6,20
"12316",2011,2,34
"12317",2011,10,15
"12318",2011,16,20
"12319",2011,9,32
"12320",2011,1,25
"12321",2011,10,25
"12322",2011,12,15
"12323",2011,16,8
"12324",2011,10,24
"12325",2011,4,20
"12326",2011,1,30
"12327",2011,13,10
"12328",2011,5,20
"12329",2011,12,30
"12330",2011,15,16
"12331",2011,9,16
"12332",2011,1,24
"12333",2011,15,25
"12334",2011,8,32
"12335",2011,9,28
"12336",2011,8,20
"12337",2011,12,16
"12338",2011,11,5
"12339",2011,15,20
"12340",2011,2,30
"12341",2011,16,28
"12342",2011,10,30
"12343",2011,16,20
"12344",2011,15,25
"12345",2011,13,25
"12346",2011,12,25
"12347",2011,10,26
"12348",2011,16,32
"12349",2011,6,30
"12350",2011,11,30
"12351",2011,1,6
"12352",2011,8,28
"12353",2011,15,20
"12354",2011,14,14
"12355",2011,13,15
"12356",2011,4,30
"12357",2011,7,32
"12358",2011,15,20
"12359",2011,13,24
"12360",2011,8,15
"12361",2011,14,32
"12362",2011,14,30
"12363",2011,10,20
"12364",2011,6,25
"12365",2011,7,18
"12366",2011,12,8
"12367",2011,12,30
"12368",2011,12,15
"12369",2011,8,32
"12370",2011,6,15
"12371",2011,8,32
"12372",2011,5,16
"12373",2011,4,15
"12374",2011,11,34
"12375",2011,6,34
"12376",2011,2,30
"12377",2011,4,20
"12378",2011,8,7
"12379",2011,7,20
"12380",2011,7,15
"12381",2011,12,24
"12382",2011,14,34
"12383",2011,13,25
"12384",2011,14,10
"12385",2011,11,25
"12386",2011,1,32
"12387",2011,6,22
"12388",2011,9,30
"12389",2011,12,26
"12390",2011,5,25
"12391",2011,15,17
"12392",2011,2,10
"12393",2011,5,30
"12394",2011,15,20
"12395",2011,9,30
"12396",2011,13,7
"12397",2011,16,20
"12398",2011,15,12
"12399",2011,10,25
"12400",2011,7,16
"12401",2011,6,32
"12402",2011,14,30
"12403",2011,6,25
"12404",2011,11,16
"12405",2011,12,15
"12406",2011,13,32
"12407",2011,11,12
"12408",2011,2,10
"12409",2011,11,20
"12410",2011,8,32
"12411",2011,14,15
"12412",2011,13,20
"12413",2011,14,9
"12414",2011,5,18
"12415",2011,16,30
"12416",2011,1,30
"12417",2011,16,20
"12418",2011,12,25
"12419",2011,10,8
"12420",2011,12,15
"12421",2011,15,20
"12422",2011,5,28
"12423",2011,9,12
"12424",2011,9,10
"12425",2011,11,17
"12426",2011,13,2
"12427",2011,6,15
"12428",2011,1,20
"12429",2011,13,32
"12430",2011,7,24
"12431",2011,8,15
"12432",2011,9,30
"12433",2011,9,34
"12434",2011,2,25
"12435",2011,1,33
"12436",2011,1,20
"12437",2011,8,13
"12438",2011,5,30
"12439",2011,16,11
"12440",2011,5,26
"12441",2011,16,20
"12442",2011,14,33
"12443",2011,14,0
"12444",2011,10,25
"12445",2011,12,25
"12446",2011,13,24
"12447",2011,7,30
"12448",2011,8,32
"12449",2011,13,24
"12450",2011,1,12
"12451",2011,11,30
"12452",2011,1,15
"12453",2011,14,15
"12454",2011,10,12
"12455",2011,14,30
"12456",2011,13,30
"12457",2011,8,4
"12458",2011,16,20
"12459",2011,7,5
"12460",2011,2,25
"12461",2011,11,2
"12462",2011,13,10
"12463",2011,7,25
"12464",2011,13,17
"12465",2011,6,30
"12466",2011,10,30
"12467",2011,14,8
"12468",2011,15,6
"12469",2011,7,32
"12470",2011,16,15
"12471",2011,14,15
"12472",2011,12,7
"12473",2011,7,22
"12474",2011,12,15
"12475",2011,8,15
"12476",2011,7,10
"12477",2011,12,12
"12478",2011,3,20
"12479",2011,12,32
"12480",2011,11,28
"12481",2011,11,30
"12482",2011,1,28
"12483",2011,9,10
"12484",2011,8,12
"12485",2011,13,32
"12486",2011,12,30
"12487",2011,12,32
"12488",2011,7,8
"12489",2011,10,25
"12490",2011,9,21
"12491",2011,7,20
"12492",2011,14,30
"12493",2011,1,24
"12494",2011,4,26
"12495",2011,9,20
"12496",2011,5,24
"12497",2011,1,10
"12498",2011,14,32
"12499",2011,8,10
"12500",2011,1,33
"12501",2011,2,27
"12502",2011,9,30
"12503",2011,5,2
"12504",2011,15,12
"12505",2011,11,34
"12506",2011,1,4
"12507",2011,11,28
"12508",2011,1,12
"12509",2011,5,30
"12510",2011,16,20
"12511",2011,7,30
"12512",2011,6,9
"12513",2011,11,25
"12514",2011,13,28
"12515",2011,2,25
"12516",2011,8,20
"12517",2011,16,23
"12518",2011,4,16
"12519",2011,1,4
"12520",2011,15,12
"12521",2011,12,20
"12522",2011,6,20
"12523",2011,15,12
"12524",2011,14,25
"12525",2011,6,20
"12526",2011,9,28
"12527",2011,16,5
"12528",2011,4,30
"12529",2011,4,25
"12530",2011,15,28
"12531",2011,7,32
"12532",2011,12,25
"12533",2011,15,15
"12534",2011,13,30
"12535",2011,4,31
"12536",2011,16,12
"12537",2011,14,30
"12538",2011,14,5
"12539",2011,12,30
"12540",2011,1,25
"12541",2011,6,10
"12542",2011,7,32
"12543",2011,1,30
"12544",2011,11,30
"12545",2011,10,30
"12546",2011,12,8
"12547",2011,4,30
"12548",2011,15,21
"12549",2011,6,27
"12550",2011,13,12
"12551",2011,1,21
"12552",2011,10,20
"12553",2011,13,32
"12554",2011,5,24
"12555",2011,8,30
"12556",2011,7,30
"12557",2011,6,16
"12558",2011,14,25
"12559",2011,6,30
"12560",2011,13,20
"12561",2011,10,15
"12562",2011,13,18
"12563",2011,14,10
"12564",2011,16,28
"12565",2011,10,20
"12566",2011,12,30
"12567",2011,8,10
"12568",2011,7,15
"12569",2011,8,24
"12570",2011,10,17
"12571",2011,16,30
"12572",2011,14,20
"12573",2011,16,20
"12574",2011,15,20
"12575",2011,6,30
"12576",2011,11,25
"12577",2011,13,32
"12578",2011,15,6
"12579",2011,11,25
"12580",2011,13,20
"12581",2011,11,32
"12582",2011,14,12
"12583",2011,7,23
"12584",2011,8,30
"12585",2011,9,20
"12586",2011,8,20
"12587",2011,8,23
"12588",2011,5,4
"12589",2011,13,20
"12590",2011,14,22
"12591",2011,10,28
"12592",2011,12,23
"12593",2011,9,32
"12594",2011,15,4
"12595",2011,10,30
"12596",2011,2,24
"12597",2011,8,19
"12598",2011,14,25
"12599",2011,9,15
"12600",2011,11,30
"12601",2011,6,24
"12602",2011,15,15
"12603",2011,16,30
"12604",2011,11,15
"12605",2011,15,10
"12606",2011,11,18
"12607",2011,15,10
"12608",2011,8,30
"12609",2011,13,32
"12610",2011,4,20
"12611",2011,14,30
"12612",2011,13,22
"12613",2011,11,33
"12614",2011,8,32
"12615",2011,13,22
"12616",2011,14,24
"12617",2011,13,15
"12618",2011,4,30
"12619",2011,8,27
"12620",2011,15,10
"12621",2011,2,30
"12622",2011,8,31
"12623",2011,14,15
"12624",2011,8,30
"12625",2011,1,13
"12626",2011,8,20
"12627",2011,14,10
"12628",2011,11,26
"12629",2011,13,30
"12630",2011,9,4
"12631",2011,14,6
"12632",2011,15,30
"12633",2011,12,25
"12634",2011,5,27
"12635",2011,9,22
"12636",2011,13,20
"12637",2011,12,10
"12638",2011,4,33
"12639",2011,4,24
"12640",2011,16,6
"12641",2011,4,30
"12642",2011,16,32
"12643",2011,15,4
"12644",2011,15,20
"12645",2011,1,32
"12646",2011,4,12
"12647",2011,9,33
"12648",2011,4,10
"12649",2011,13,30
"12650",2011,11,25
"12651",2011,16,30
"12652",2011,14,28
"12653",2011,10,0
"12654",2011,9,30
"12655",2011,16,15
"12656",2011,9,20
"12657",2011,14,20
"12658",2011,8,30
"12659",2011,10,30
"12660",2011,8,13
"12661",2011,3,25
"12662",2011,15,18
"12663",2011,6,10
"12664",2011,7,18
"12665",2011,16,16
"12666",2011,12,30
"12667",2011,16,20
"12668",2011,9,9
"12669",2011,15,6
"12670",2011,14,32
"12671",2011,13,34
"12672",2011,12,12
"12673",2011,12,20
"12674",2011,6,17
"12675",2011,16,30
"12676",2011,6,32
"12677",2011,6,20
"12678",2011,2,25
"12679",2011,5,8
"12680",2011,11,25
"12681",2011,7,31
"12682",2011,16,1
"12683",2011,14,30
"12684",2011,4,30
"12685",2011,15,22
"12686",2011,15,28
"12687",2011,13,20
"12688",2011,14,32
"12689",2011,5,32
"12690",2011,6,20
"12691",2011,13,20
"12692",2011,12,20
"12693",2011,9,24
"12694",2011,9,32
"12695",2011,16,24
"12696",2011,12,20
"12697",2011,16,17
"12698",2011,15,13
"12699",2011,15,10
"12700",2011,8,25
"12701",2011,15,30
"12702",2011,1,16
"12703",2011,13,12
"12704",2011,2,30
"12705",2011,14,30
"12706",2011,11,16
"12707",2011,7,20
"12708",2011,7,20
"12709",2011,7,15
"12710",2011,3,30
"12711",2011,14,15
"12712",2011,5,22
"12713",2011,13,20
"12714",2011,1,28
"12715",2011,4,25
"12716",2011,9,9
"12717",2011,7,20
"12718",2011,15,31
"12719",2011,3,4
"12720",2011,1,15
"12721",2011,5,12
"12722",2011,1,24
"12723",2011,13,25
"12724",2011,14,20
"12725",2011,16,30
"12726",2011,8,32
"12727",2011,8,15
"12728",2011,15,30
"12729",2011,10,32
"12730",2011,15,10
"12731",2011,4,16
"12732",2011,13,30
"12733",2011,11,10
"12734",2011,6,20
"12735",2011,13,32
"12736",2011,12,32
"12737",2011,13,20
"12738",2011,11,24
"12739",2011,14,10
"12740",2011,16,30
"12741",2011,6,15
"12742",2011,16,30
"12743",2011,9,24
"12744",2011,4,6
"12745",2011,12,20
"12746",2011,7,25
"12747",2011,5,33
"12748",2011,2,24
"12749",2011,11,22
"12750",2011,8,12
"12751",2011,3,30
"12752",2011,10,30
"12753",2011,11,32
"12754",2011,8,30
"12755",2011,15,20
"12756",2011,10,25
"12757",2011,10,20
"12758",2011,15,7
"12759",2011,16,30
"12760",2011,11,20
"12761",2011,6,15
"12762",2011,16,10
"12763",2011,15,32
"12764",2011,10,18
"12765",2011,9,32
"12766",2011,6,23
"12767",2011,16,32
"12768",2011,8,25
"12769",2011,13,30
"12770",2011,16,30
"12771",2011,15,20
"12772",2011,5,15
"12773",2011,16,4
"12774",2011,15,10
"12775",2011,3,20
"12776",2011,7,12
"12777",2011,6,18
"12778",2011,15,30
"12779",2011,2,10
"12780",2011,8,32
"12781",2011,11,28
"12782",2011,12,27
"12783",2011,5,30
"12784",2011,1,20
"12785",2011,10,20
"12786",2011,13,30
"12787",2011,16,20
"12788",2011,16,16
"12789",2011,15,20
"12790",2011,13,11
"12791",2011,11,20
"12792",2011,16,25
"12793",2011,16,6
"12794",2011,2,5
"12795",2011,6,24
"12796",2011,4,6
"12797",2011,8,24
"12798",2011,11,30
"12799",2011,4,14
"12800",2011,14,8
"12801",2011,14,20
"12802",2011,4,12
"12803",2011,8,25
"12804",2011,2,30
"12805",2011,13,22
"12806",2011,16,29
"12807",2011,10,30
"12808",2011,14,8
"12809",2011,15,12
"12810",2011,15,27
"12811",2011,14,20
"12812",2011,14,30
"12813",2011,3,20
"12814",2011,14,6
"12815",2011,14,10
"12816",2011,3,15
"12817",2011,6,32
"12818",2011,11,32
"12819",2011,12,8
"12820",2011,10,30
"12821",2011,7,20
"12822",2011,14,24
"12823",2011,4,3
"12824",2011,5,30
"12825",2011,1,20
"12826",2011,10,30
"12827",2011,15,34
"12828",2011,10,15
"12829",2011,14,26
"12830",2011,14,27
"12831",2011,8,30
"12832",2011,14,22
"12833",2011,12,20
"12834",2011,7,33
"12835",2011,15,10
"12836",2011,1,17
"12837",2011,6,20
"12838",2011,14,25
"12839",2011,16,30
"12840",2011,14,5
"12841",2011,7,20
"12842",2011,6,30
"12843",2011,8,30
"12844",2011,2,33
"12845",2011,2,17
"12846",2011,13,5
"12847",2011,8,25
"12848",2011,15,20
"12849",2011,15,5
"12850",2011,1,20
"12851",2011,12,25
"12852",2011,10,20
"12853",2011,13,19
"12854",2011,10,18
"12855",2011,12,30
"12856",2011,10,25
"12857",2011,14,30
"12858",2011,4,25
"12859",2011,8,20
"12860",2011,13,30
"12861",2011,13,18
"12862",2011,1,20
"12863",2011,15,20
"12864",2011,10,33
"12865",2011,8,16
"12866",2011,6,21
"12867",2011,15,15
"12868",2011,3,25
"12869",2011,10,15
"12870",2011,11,30
"12871",2011,7,18
"12872",2011,16,25
"12873",2011,15,13
"12874",2011,14,30
"12875",2011,13,34
"12876",2011,10,33
"12877",2011,14,32
"12878",2011,13,20
"12879",2011,2,22
"12880",2011,15,16
"12881",2011,8,15
"12882",2011,13,12
"12883",2011,14,20
"12884",2011,10,28
"12885",2011,11,7
"12886",2011,7,20
"12887",2011,1,28
"12888",2011,3,30
"12889",2011,1,32
"12890",2011,4,16
"12891",2011,14,25
"12892",2011,11,24
"12893",2011,16,27
"12894",2011,10,18
"12895",2011,16,25
"12896",2011,9,17
"12897",2011,7,30
"12898",2011,4,24
"12899",2011,9,20
"12900",2011,16,20
"12901",2011,14,16
"12902",2011,7,20
"12903",2011,6,16
"12904",2011,14,25
"12905",2011,5,5
"12906",2011,13,30
"12907",2011,15,15
"12908",2011,16,32
"12909",2011,11,20
"12910",2011,12,10
"12911",2011,11,30
"12912",2011,14,10
"12913",2011,5,10
"12914",2011,2,20
"12915",2011,8,25
"12916",2011,3,18
"12917",2011,16,32
"12918",2011,15,30
"12919",2011,13,12
"12920",2011,16,8
"12921",2011,7,25
"12922",2011,14,20
"12923",2011,3,31
"12924",2011,15,20
"12925",2011,10,30
"12926",2011,1,9
"12927",2011,6,20
"12928",2011,9,20
"12929",2011,14,10
"12930",2011,15,20
"12931",2011,10,30
"12932",2011,13,30
"12933",2011,14,26
"12934",2011,9,5
"12935",2011,9,21
"12936",2011,11,25
"12937",2011,14,25
"12938",2011,5,7
"12939",2011,13,27
"12940",2011,12,16
"12941",2011,15,25
"12942",2011,14,15
"12943",2011,6,32
"12944",2011,11,7
"12945",2011,14,25
"12946",2011,14,21
"12947",2011,12,20
"12948",2011,13,34
"12949",2011,6,30
"12950",2011,12,20
"12951",2011,7,24
"12952",2011,15,16
"12953",2011,7,20
"12954",2011,12,30
"12955",2011,16,30
"12956",2011,7,18
"12957",2011,13,32
"12958",2011,16,20
"12959",2011,6,30
"12960",2011,4,25
"12961",2011,15,20
"12962",2011,9,32
"12963",2011,12,16
"12964",2011,11,6
"12965",2011,15,30
"12966",2011,3,12
"12967",2011,7,30
"12968",2011,14,7
"12969",2011,13,24
